symbol,companyName,industry,isin,sector,basic_industry
REGENCERAM,Regency Ceramics Limited,Ceramics,INE277C01012,,
AHCL,Anlon Healthcare Limited,Pharmaceuticals,INE0Y8W01025,Healthcare,Pharmaceuticals
BLUECOAST,Blue Coast Hotels Limited,Hotels & Resorts,INE472B01011,,
EUROTEXIND,Eurotex Industries and Exports Limited,Other Textile Products,INE022C01012,,
BI,Bilcare Limited,Healthcare Research Analytics & Technology,INE986A01012,Healthcare,Medical Equipment & Supplies
SHEKHAWATI,Shekhawati Industries Limited,Other Textile Products,INE268L01046,,
PANSARI,Pansari Developers Limited,Residential Commercial Projects,INE697V01011,,
VLINFRA,V.L.Infraprojects Limited,Civil Construction,INE0QXL01015,,
SHRIKRISH,Shri Krishna Devcon Limited,Residential Commercial Projects,INE997I01012,,
DUGLOBAL,DUDIGITAL GLOBAL LIMITED,Tour Travel Related Services,INE0HPK01020,,
ZODIAC,Zodiac Energy Limited,Civil Construction,INE761Y01019,,
DELPHIFX,DELPHI WORLD MONEY LIMITED,Other Financial Services,INE726L01027,,
UNIENTER,Uniphos Enterprises Limited,Trading - Chemicals,INE037A01022,,
DGCONTENT,Digicontent Limited,Advertising & Media Agencies,INE03JI01017,,
PRAENG,Prajay Engineers Syndicate Limited,Residential Commercial Projects,INE505C01016,,
WILLAMAGOR,Williamson Magor & Company Limited,Investment Company,INE210A01017,,
ATULAUTO,Atul Auto Limited,Commercial Vehicles,INE951D01028,Capital Goods,Tractors
GILLANDERS,Gillanders Arbuthnot & Company Limited,Tea & Coffee,INE047B01011,,
MASKINVEST,Mask Investments Limited,Investment Company,INE885F01015,,
ONELIFECAP,Onelife Capital Advisors Limited,Stockbroking & Allied,INE912L01015,,
AKCAPIT,AK Capital Services Limited,Non Banking Financial Company (NBFC),INE701G01012,,
COUNCODOS,Country Condo's Limited,Residential Commercial Projects,INE695B01025,,
HMVL,Hindustan Media Ventures Limited,Print Media,INE871K01015,,
KOTIC,Kothari Industrial Corporation Limited,Fertilizers,INE972A01020,Chemicals,Fertilizers
PRESSTONIC,Presstonic Engineering Limited,Industrial Products,INE0R1601012,Capital Goods,Cables - Electricals
PRESSTONIC,Presstonic Engineering Limited,Industrial Products,INE0R1601012,Capital Goods,Castings & Forgings
PRESSTONIC,Presstonic Engineering Limited,Industrial Products,INE0R1601012,Capital Goods,Packaging
PRESSTONIC,Presstonic Engineering Limited,Industrial Products,INE0R1601012,Capital Goods,Plastic Products - Industrial
PRESSTONIC,Presstonic Engineering Limited,Industrial Products,INE0R1601012,Capital Goods,Rubber
PRESSTONIC,Presstonic Engineering Limited,Industrial Products,INE0R1601012,Capital Goods,Other Industrial Products
PRESSTONIC,Presstonic Engineering Limited,Industrial Products,INE0R1601012,Capital Goods,Glass - Industrial
PRESSTONIC,Presstonic Engineering Limited,Industrial Products,INE0R1601012,Capital Goods,"Aluminium, Copper & Zinc Products"
PRESSTONIC,Presstonic Engineering Limited,Industrial Products,INE0R1601012,Capital Goods,Iron & Steel Products
PRESSTONIC,Presstonic Engineering Limited,Industrial Products,INE0R1601012,Capital Goods,Abrasives & Bearings
PRESSTONIC,Presstonic Engineering Limited,Industrial Products,INE0R1601012,Capital Goods,"Compressors, Pumps & Diesel Engines"
PRESSTONIC,Presstonic Engineering Limited,Industrial Products,INE0R1601012,Capital Goods,Electrodes & Refractories
PRIZOR,Prizor Viztech Limited,Industrial Products,INE0V9N01017,Capital Goods,Cables - Electricals
PRIZOR,Prizor Viztech Limited,Industrial Products,INE0V9N01017,Capital Goods,Castings & Forgings
PRIZOR,Prizor Viztech Limited,Industrial Products,INE0V9N01017,Capital Goods,Packaging
PRIZOR,Prizor Viztech Limited,Industrial Products,INE0V9N01017,Capital Goods,Plastic Products - Industrial
PRIZOR,Prizor Viztech Limited,Industrial Products,INE0V9N01017,Capital Goods,Rubber
PRIZOR,Prizor Viztech Limited,Industrial Products,INE0V9N01017,Capital Goods,Other Industrial Products
PRIZOR,Prizor Viztech Limited,Industrial Products,INE0V9N01017,Capital Goods,Glass - Industrial
PRIZOR,Prizor Viztech Limited,Industrial Products,INE0V9N01017,Capital Goods,"Aluminium, Copper & Zinc Products"
PRIZOR,Prizor Viztech Limited,Industrial Products,INE0V9N01017,Capital Goods,Iron & Steel Products
PRIZOR,Prizor Viztech Limited,Industrial Products,INE0V9N01017,Capital Goods,Abrasives & Bearings
PRIZOR,Prizor Viztech Limited,Industrial Products,INE0V9N01017,Capital Goods,"Compressors, Pumps & Diesel Engines"
PRIZOR,Prizor Viztech Limited,Industrial Products,INE0V9N01017,Capital Goods,Electrodes & Refractories
SEJALLTD,Sejal Glass Limited,Glass - Industrial,INE955I01044,,
AHLWEST,Asian Hotels (West) Limited,Hotels & Resorts,INE915K01010,,
RSSOFTWARE,R. S. Software (India) Limited,Computers - Software & Consulting,INE165B01029,,
JAINAM,Jainam Ferro Alloys (I) Limited,Ferro & Silica Manganese,INE02KC01010,,
OWAIS,Owais Metal And Mineral Processing Limited,Ferro & Silica Manganese,INE0R8M01017,,
FELDVR,Future Enterprises Limited,Diversified Retail,IN9623B01058,Metals & Mining,Diversified Metals
VIJIFIN,Viji Finance Limited,Non Banking Financial Company (NBFC),INE159N01027,,
PRECOT,Precot Limited,Other Textile Products,INE283A01014,,
GANGABATH,Ganga Bath Fittings Limited,Sanitary Ware,INE0ZI101018,,
ROLLT,Rollatainers Limited,Packaging,INE927A01040,,
SVPGLOB,SVP GLOBAL TEXTILES LIMITED,Other Textile Products,INE308E01029,,
SETUINFRA,Setubandhan Infrastructure Limited,Civil Construction,INE023M01027,,
LRRPL,Lead Reclaim And Rubber Products Limited,Rubber,INE0H4B01011,,
VISASTEEL,Visa Steel Limited,Ferro & Silica Manganese,INE286H01012,,
TRU,TruCap Finance Limited,Non Banking Financial Company (NBFC),INE615R01029,,
CIEINDIA,CIE Automotive India Limited,Auto Components & Equipments,INE536H01010,Automobile and Auto Components,Auto Components & Equipments
KIRANVYPAR,Kiran Vyapar Limited,Non Banking Financial Company (NBFC),INE555P01013,,
SHRIKANHA,Shri Kanha Stainless Limited,Iron & Steel Products,INE1V4601019,,
POSITRON,Positron Energy Limited,Diversified Commercial Services,INE0S3H01017,Metals & Mining,Diversified Metals
HINDCOMPOS,Hindustan Composites Limited,Auto Components & Equipments,INE310C01029,Automobile and Auto Components,Auto Components & Equipments
JISLDVREQS,Jain Irrigation Systems Limited,Plastic Products - Industrial,IN9175A01010,,
UMESLTD,Usha Martin Education & Solutions Limited,E-Learning,INE240C01028,,
BROOKS,Brooks Laboratories Limited,Pharmaceuticals,INE650L01011,Healthcare,Pharmaceuticals
ANIKINDS,Anik Industries Limited,Trading & Distributors,INE087B01017,,
SICALLOG,Sical Logistics Limited,Logistics Solution Provider,INE075B01020,,
SAMBHAAV,Sambhaav Media Limited,Electronic Media,INE699B01027,,
RVHL,Ravinder Heights Limited,Residential Commercial Projects,INE09E501017,,
GLOBALVECT,Global Vectra Helicorp Limited,Airline,INE792H01019,,
BATLIBOI,Batliboi Limited,Industrial Equipments,INE177C01022,Capital Goods,Railway Wagons
TVVISION,TV Vision Limited,TV Broadcasting & Software Production,INE871L01013,,
BIL,Bhartiya International Limited,Leather And Leather Products,INE828A01016,,
DSFCL,DCM Shriram Fine Chemicals Limited,Specialty Chemicals,INE0OFM01015,,
BEACON,Beacon Trusteeship Limited,Other Financial Services,INE639X01027,,
SRTL,Shree Ram Twistex Limited,Other Textile Products,INE19GK01015,,
SOMICONVEY,Somi Conveyor Beltings Limited,Industrial Products,INE323J01019,Capital Goods,Cables - Electricals
SOMICONVEY,Somi Conveyor Beltings Limited,Industrial Products,INE323J01019,Capital Goods,Castings & Forgings
SOMICONVEY,Somi Conveyor Beltings Limited,Industrial Products,INE323J01019,Capital Goods,Packaging
SOMICONVEY,Somi Conveyor Beltings Limited,Industrial Products,INE323J01019,Capital Goods,Plastic Products - Industrial
SOMICONVEY,Somi Conveyor Beltings Limited,Industrial Products,INE323J01019,Capital Goods,Rubber
SOMICONVEY,Somi Conveyor Beltings Limited,Industrial Products,INE323J01019,Capital Goods,Other Industrial Products
SOMICONVEY,Somi Conveyor Beltings Limited,Industrial Products,INE323J01019,Capital Goods,Glass - Industrial
SOMICONVEY,Somi Conveyor Beltings Limited,Industrial Products,INE323J01019,Capital Goods,"Aluminium, Copper & Zinc Products"
SOMICONVEY,Somi Conveyor Beltings Limited,Industrial Products,INE323J01019,Capital Goods,Iron & Steel Products
SOMICONVEY,Somi Conveyor Beltings Limited,Industrial Products,INE323J01019,Capital Goods,Abrasives & Bearings
SOMICONVEY,Somi Conveyor Beltings Limited,Industrial Products,INE323J01019,Capital Goods,"Compressors, Pumps & Diesel Engines"
SOMICONVEY,Somi Conveyor Beltings Limited,Industrial Products,INE323J01019,Capital Goods,Electrodes & Refractories
WEALTH,Wealth First Portfolio Managers Limited,Other Financial Services,INE658T01017,,
RKDL,Ravi Kumar Distilleries Limited,Breweries & Distilleries,INE722J01012,,
FILATFASH,Filatex Fashions Limited,Garments & Apparels,INE185E01021,,
GENUSPAPER,Genus Paper & Boards Limited,Paper & Paper Products,INE949P01018,,
VELS,Vels Film International Limited,Film Production Distribution & Exhibition,INE0I3H01019,,
SINTERCOM,Sintercom India Limited,Auto Components & Equipments,INE129Z01016,Automobile and Auto Components,Auto Components & Equipments
VHL,Vardhman Holdings Limited,Investment Company,INE701A01023,,
MADHAVIPL,Madhav Infra Projects Limited,Civil Construction,INE631R01026,,
SURANASOL,Surana Solar Limited,Heavy Electrical Equipment,INE272L01022,,
CCCL,Consolidated Construction Consortium Limited,Residential Commercial Projects,INE429I01024,,
TREL,Transindia Real Estate Limited,Logistics Solution Provider,INE0O3901029,,
TNTELE,Tamilnadu Telecommunication Limited,Telecom - Equipment & Accessories,INE141D01018,Telecommunication,Telecom - Equipment & Accessories
KOTYARK,Kotyark Industries Limited,Refineries & Marketing,INE0J0B01017,,
MUTHOOTMF,Muthoot Microfin Limited,Microfinance Institutions,INE046W01019,,
SUPREMEINF,Supreme Infrastructure India Limited,Civil Construction,INE550H01011,,
TAINWALCHM,Tainwala Chemical and Plastic (I) Limited,Plastic Products - Industrial,INE123C01018,,
FLEXITUFF,Flexituff Ventures International Limited,Other Textile Products,INE060J01017,,
BLUESTONE,BlueStone Jewellery and Lifestyle Limited,Gems Jewellery And Watches,INE304W01038,,
SUNTECH,Suntech Infra Solutions Limited,Civil Construction,INE0SGZ01016,,
VALIANTLAB,Valiant Laboratories Limited,Pharmaceuticals,INE0JWS01017,Healthcare,Pharmaceuticals
LATTEYS,Latteys Industries Limited,Compressors Pumps & Diesel Engines,INE262Z01023,,
INVPRECQ,Investment & Precision Castings Limited,Castings & Forgings,INE155E01016,,
GODAVARIB,Godavari Biorefineries Limited,Diversified FMCG,INE497S01012,Fast Moving Consumer Goods,Diversified FMCG
RKSWAMY,R K Swamy Limited,Advertising & Media Agencies,INE0NQ801033,,
GOLDTECH,AION-TECH SOLUTIONS LIMITED,Software Products,INE805A01014,Information Technology,Computers - Software & Consulting
ATL,Allcargo Terminals Limited,Port & Port services,INE0NN701020,,
EMPOWER,Empower India Limited,Computers - Software & Consulting,INE507F01023,,
DBEIL,Deepak Builders & Engineers India Limited,Civil Construction,INE0OPA01019,,
MENONBE,Menon Bearings Limited,Auto Components & Equipments,INE071D01033,Automobile and Auto Components,Auto Components & Equipments
VIPULLTD,Vipul Limited,Residential Commercial Projects,INE946H01037,,
IKS,Inventurus Knowledge Solutions Limited,IT Enabled Services,INE115Q01022,,
ZEELEARN,Zee Learn Limited,Education,INE565L01011,,
VLEGOV,VL E-Governance & IT Solutions Limited,IT Enabled Services,INE03HW01020,,
FOODSIN,Foods & Inns Limited,Packaged Foods,INE976E01023,,
DELTAMAGNT,Delta Manufacturing Limited,Other Industrial Products,INE393A01011,,
NURECA,Nureca Limited,Medical Equipment & Supplies,INE0DSF01015,,
SUDARCOLOR,Sudarshan Colorants India Limited,Dyes And Pigments,INE492A01029,,
SUNDRMBRAK,Sundaram Brake Linings Limited,Auto Components & Equipments,INE073D01013,Automobile and Auto Components,Auto Components & Equipments
AKI,AKI India Limited,Leather And Leather Products,INE642Z01026,,
LUXIND,Lux Industries Limited,Garments & Apparels,INE150G01020,,
EMCURE,Emcure Pharmaceuticals Limited,Pharmaceuticals,INE168P01015,Healthcare,Pharmaceuticals
AURIGROW,Auri Grow India Limited,Cables - Electricals,INE925Y01036,,
PIGL,Power & Instrumentation (Gujarat) Limited,Other Electrical Equipment,INE557Z01018,,
SUVIDHAA,Suvidhaa Infoserve Limited,Financial Technology (Fintech),INE018401013,Financial Services,Financial Technology (Fintech)
SITINET,Siti Networks Limited,TV Broadcasting & Software Production,INE965H01011,,
ISHANCH,Ishan Dyes and Chemicals Limited,Specialty Chemicals,INE561M01018,,
DPSCLTD,DPSC Limited,Integrated Power Utilities,INE360C01024,,
LYKALABS,Lyka Labs Limited,Pharmaceuticals,INE933A01014,Healthcare,Pharmaceuticals
GEECEE,GeeCee Ventures Limited,Residential Commercial Projects,INE916G01016,,
SPMLINFRA,SPML Infra Limited,Civil Construction,INE937A01023,,
KRYSTAL,Krystal Integrated Services Limited,Diversified Commercial Services,INE0QN801017,Metals & Mining,Diversified Metals
SAMPANN,Sampann Utpadan India Limited,Rubber,INE735M01018,,
NIMBSPROJ,Nimbus Projects Limited,Residential Commercial Projects,INE875B01015,,
CONFIPET,Confidence Petroleum India Limited,LPG/CNG/PNG/LNG Supplier,INE552D01024,,
INDOWIND,Indowind Energy Limited,Power Generation,INE227G01018,,
CTE,Cambridge Technology Enterprises Limited,Computers - Software & Consulting,INE627H01017,,
MOTISONS,Motisons Jewellers Limited,Gems Jewellery And Watches,INE0FRK01020,,
KDL,Kore Digital Limited,Telecom - Infrastructure,INE0O4R01018,Telecommunication,Telecom - Cellular & Fixed line services
BAGFILMS,B.A.G Films and Media Limited,TV Broadcasting & Software Production,INE116D01028,,
DCMSRIND,DCM Shriram Industries Limited,Sugar,INE843D01027,,
GOCLCORP,GOCL Corporation Limited,Explosives,INE077F01035,,
PASHUPATI,Pashupati Cotspin Limited,Other Textile Products,INE124Y01028,,
SICAGEN,Sicagen India Limited,TRADING,INE176J01011,Metals & Mining,Trading - Metals
SADHNANIQ,Sadhana Nitrochem Limited,Commodity Chemicals,INE888C01040,,
UTTAMSUGAR,Uttam Sugar Mills Limited,Sugar,INE786F01031,,
TEXMOPIPES,Texmo Pipes and Products Limited,Plastic Products - Industrial,INE141K01013,,
HSCL,Himadri Speciality Chemical Limited,Carbon Black,INE019C01026,,
AXISCADES,AXISCADES Technologies Limited,Aerospace & Defense,INE555B01013,Capital Goods,Aerospace & Defense
AVONMORE,Avonmore Capital & Management Services Limited,Non Banking Financial Company (NBFC),INE323B01024,,
ARSHIYA,Arshiya Limited,Logistics Solution Provider,INE968D01022,,
VELJAN,Veljan Denison Limited,Compressors Pumps & Diesel Engines,INE232E01013,,
EBGNG,GNG Electronics Limited,Computers Hardware & Equipments,INE18JU01028,,
ABINFRA,A B Infrabuild Limited,Civil Construction,INE00YB01025,,
GOKUL,Gokul Refoils and Solvent Limited,Edible Oil,INE020J01029,,
SURYALAXMI,Suryalakshmi Cotton Mills Limited,Other Textile Products,INE713B01026,,
ENERGYDEV,Energy Development Company Limited,Power Generation,INE306C01019,,
OSWALSEEDS,ShreeOswal Seeds And Chemicals Limited,Other Agricultural Products,INE00IK01029,,
TTML,Tata Teleservices (Maharashtra) Limited,Telecom - Cellular & Fixed line services,INE517B01013,Telecommunication,Telecom - Cellular & Fixed line services
OMFREIGHT,Om Freight Forwarders Limited,Logistics Solution Provider,INE1BZC01019,,
RSL,Rajputana Stainless Limited,Iron & Steel Products,INE313L01016,,
KALPATARU,Kalpataru Limited,Residential Commercial Projects,INE227J01012,,
MEDICO,Medico Remedies Limited,Pharmaceuticals,INE630Y01024,Healthcare,Pharmaceuticals
CROWN,Crown Lifters Limited,Industrial Products,INE491V01019,Capital Goods,Cables - Electricals
CROWN,Crown Lifters Limited,Industrial Products,INE491V01019,Capital Goods,Castings & Forgings
CROWN,Crown Lifters Limited,Industrial Products,INE491V01019,Capital Goods,Packaging
CROWN,Crown Lifters Limited,Industrial Products,INE491V01019,Capital Goods,Plastic Products - Industrial
CROWN,Crown Lifters Limited,Industrial Products,INE491V01019,Capital Goods,Rubber
CROWN,Crown Lifters Limited,Industrial Products,INE491V01019,Capital Goods,Other Industrial Products
CROWN,Crown Lifters Limited,Industrial Products,INE491V01019,Capital Goods,Glass - Industrial
CROWN,Crown Lifters Limited,Industrial Products,INE491V01019,Capital Goods,"Aluminium, Copper & Zinc Products"
CROWN,Crown Lifters Limited,Industrial Products,INE491V01019,Capital Goods,Iron & Steel Products
CROWN,Crown Lifters Limited,Industrial Products,INE491V01019,Capital Goods,Abrasives & Bearings
CROWN,Crown Lifters Limited,Industrial Products,INE491V01019,Capital Goods,"Compressors, Pumps & Diesel Engines"
CROWN,Crown Lifters Limited,Industrial Products,INE491V01019,Capital Goods,Electrodes & Refractories
VGL,VARVEE GLOBAL LIMITED,Other Textile Products,INE273D01027,,
RAJMET,Rajnandini Metal Limited,Aluminium Copper & Zinc Products,INE00KV01022,,
INDOFARM,Indo Farm Equipment Limited,Construction Vehicles,INE622H01018,Construction Materials,Other Construction Materials
RKEC,RKEC Projects Limited,Civil Construction,INE786W01010,,
ELITECON,Elitecon International Limited,Cigarettes & Tobacco Products,INE669R01026,Fast Moving Consumer Goods,Cigarettes & Tobacco Products
CCHHL,Country Club Hospitality & Holidays Limited,Hotels & Resorts,INE652F01027,,
WAKEFIT,Wakefit Innovations Limited,Furniture Home Furnishing,INE0E7301029,,
AKG,Akg Exim Limited,Trading & Distributors,INE00Y801016,,
TEXINFRA,Texmaco Infrastructure & Holdings Limited,Diversified Commercial Services,INE435C01024,Metals & Mining,Diversified Metals
CIFL,Capital India Finance Limited,Non Banking Financial Company (NBFC),INE345H01024,,
GATECH,GACM Technologies Limited,Other Financial Services,INE224E01028,,
SIGMA,Sigma Solve Limited,IT Enabled Services,INE0A0S01028,,
DUCON,Ducon Infratechnologies Limited,Industrial Products,INE741L01018,Capital Goods,Cables - Electricals
DUCON,Ducon Infratechnologies Limited,Industrial Products,INE741L01018,Capital Goods,Castings & Forgings
DUCON,Ducon Infratechnologies Limited,Industrial Products,INE741L01018,Capital Goods,Packaging
DUCON,Ducon Infratechnologies Limited,Industrial Products,INE741L01018,Capital Goods,Plastic Products - Industrial
DUCON,Ducon Infratechnologies Limited,Industrial Products,INE741L01018,Capital Goods,Rubber
DUCON,Ducon Infratechnologies Limited,Industrial Products,INE741L01018,Capital Goods,Other Industrial Products
DUCON,Ducon Infratechnologies Limited,Industrial Products,INE741L01018,Capital Goods,Glass - Industrial
DUCON,Ducon Infratechnologies Limited,Industrial Products,INE741L01018,Capital Goods,"Aluminium, Copper & Zinc Products"
DUCON,Ducon Infratechnologies Limited,Industrial Products,INE741L01018,Capital Goods,Iron & Steel Products
DUCON,Ducon Infratechnologies Limited,Industrial Products,INE741L01018,Capital Goods,Abrasives & Bearings
DUCON,Ducon Infratechnologies Limited,Industrial Products,INE741L01018,Capital Goods,"Compressors, Pumps & Diesel Engines"
DUCON,Ducon Infratechnologies Limited,Industrial Products,INE741L01018,Capital Goods,Electrodes & Refractories
BAJAJINDEF,Indef Manufacturing Limited,Industrial Products,INE0O9T01021,Capital Goods,Cables - Electricals
BAJAJINDEF,Indef Manufacturing Limited,Industrial Products,INE0O9T01021,Capital Goods,Castings & Forgings
BAJAJINDEF,Indef Manufacturing Limited,Industrial Products,INE0O9T01021,Capital Goods,Packaging
BAJAJINDEF,Indef Manufacturing Limited,Industrial Products,INE0O9T01021,Capital Goods,Plastic Products - Industrial
BAJAJINDEF,Indef Manufacturing Limited,Industrial Products,INE0O9T01021,Capital Goods,Rubber
BAJAJINDEF,Indef Manufacturing Limited,Industrial Products,INE0O9T01021,Capital Goods,Other Industrial Products
BAJAJINDEF,Indef Manufacturing Limited,Industrial Products,INE0O9T01021,Capital Goods,Glass - Industrial
BAJAJINDEF,Indef Manufacturing Limited,Industrial Products,INE0O9T01021,Capital Goods,"Aluminium, Copper & Zinc Products"
BAJAJINDEF,Indef Manufacturing Limited,Industrial Products,INE0O9T01021,Capital Goods,Iron & Steel Products
BAJAJINDEF,Indef Manufacturing Limited,Industrial Products,INE0O9T01021,Capital Goods,Abrasives & Bearings
BAJAJINDEF,Indef Manufacturing Limited,Industrial Products,INE0O9T01021,Capital Goods,"Compressors, Pumps & Diesel Engines"
BAJAJINDEF,Indef Manufacturing Limited,Industrial Products,INE0O9T01021,Capital Goods,Electrodes & Refractories
PACEDIGITK,Pace Digitek Limited,Telecom - Infrastructure,INE0S3G01027,Telecommunication,Telecom - Cellular & Fixed line services
GANGAFORGE,Ganga Forging Limited,Castings & Forgings,INE691Z01023,,
BFUTILITIE,BF Utilities Limited,Road Assets - Toll Annuity Hybrid-Annuity,INE243D01012,,
BELLACASA,Bella Casa Fashion & Retail Limited,Garments & Apparels,INE344T01014,,
AKSHAR,Akshar Spintex Limited,Other Textile Products,INE256Z01025,,
DBSTOCKBRO,DB (International) Stock Brokers Limited,Stockbroking & Allied,INE921B01025,,
MOKSH,Moksh Ornaments Limited,Gems Jewellery And Watches,INE514Y01020,,
KRIDHANINF,Kridhan Infra Limited,Civil Construction,INE524L01026,,
VIVIMEDLAB,Vivimed Labs Limited,Pharmaceuticals,INE526G01021,Healthcare,Pharmaceuticals
SAKUMA,Sakuma Exports Limited,Trading & Distributors,INE190H01024,,
ATLANTAELE,Atlanta Electricals Limited,Heavy Electrical Equipment,INE0Z4F01028,,
TNPL,Tamil Nadu Newsprint & Papers Limited,Paper & Paper Products,INE107A01015,,
OSIAHYPER,Osia Hyper Retail Limited,Diversified Retail,INE06IR01021,Metals & Mining,Diversified Metals
MAHEPC,Mahindra EPC Irrigation Limited,Industrial Products,INE215D01010,Capital Goods,Cables - Electricals
MAHEPC,Mahindra EPC Irrigation Limited,Industrial Products,INE215D01010,Capital Goods,Castings & Forgings
MAHEPC,Mahindra EPC Irrigation Limited,Industrial Products,INE215D01010,Capital Goods,Packaging
MAHEPC,Mahindra EPC Irrigation Limited,Industrial Products,INE215D01010,Capital Goods,Plastic Products - Industrial
MAHEPC,Mahindra EPC Irrigation Limited,Industrial Products,INE215D01010,Capital Goods,Rubber
MAHEPC,Mahindra EPC Irrigation Limited,Industrial Products,INE215D01010,Capital Goods,Other Industrial Products
MAHEPC,Mahindra EPC Irrigation Limited,Industrial Products,INE215D01010,Capital Goods,Glass - Industrial
MAHEPC,Mahindra EPC Irrigation Limited,Industrial Products,INE215D01010,Capital Goods,"Aluminium, Copper & Zinc Products"
MAHEPC,Mahindra EPC Irrigation Limited,Industrial Products,INE215D01010,Capital Goods,Iron & Steel Products
MAHEPC,Mahindra EPC Irrigation Limited,Industrial Products,INE215D01010,Capital Goods,Abrasives & Bearings
MAHEPC,Mahindra EPC Irrigation Limited,Industrial Products,INE215D01010,Capital Goods,"Compressors, Pumps & Diesel Engines"
MAHEPC,Mahindra EPC Irrigation Limited,Industrial Products,INE215D01010,Capital Goods,Electrodes & Refractories
IRMENERGY,IRM Energy Limited,LPG/CNG/PNG/LNG Supplier,INE07U701015,,
JMFINANCIL,JM Financial Limited,Holding Company,INE780C01023,,
ELPROINTL,Elpro International Limited,Residential Commercial Projects,INE579B01039,,
SAHAJSOLAR,Sahaj Solar Limited,Other Electrical Equipment,INE0P4701011,,
GAUDIUMIVF,Gaudium IVF and Women Health Limited,Healthcare Service Provider,INE0P8B01020,Healthcare,Medical Equipment & Supplies
KOTHARIPRO,Kothari Products Limited,Trading & Distributors,INE823A01017,,
APTECHT,Aptech Limited,Education,INE266F01018,,
21STCENMGM,21st Century Management Services Limited,Other Capital Market related Services,INE253B01015,,
INFOMEDIA,Infomedia Press Limited,Printing & Publication,INE669A01022,"Media, Entertainment & Publication",Printing & Publication
SWELECTES,Swelect Energy Systems Limited,Heavy Electrical Equipment,INE409B01013,,
GVKPIL,GVK Power & Infrastructure Limited,Civil Construction,INE251H01024,,
RADIOCITY,Music Broadcast Limited,Media & Entertainment,INE919I01024,,
TCIFINANCE,TCI Finance Limited,Non Banking Financial Company (NBFC),INE911B01018,,
AFFORDABLE,Affordable Robotic & Automation Limited,Industrial Products,INE692Z01013,Capital Goods,Cables - Electricals
AFFORDABLE,Affordable Robotic & Automation Limited,Industrial Products,INE692Z01013,Capital Goods,Castings & Forgings
AFFORDABLE,Affordable Robotic & Automation Limited,Industrial Products,INE692Z01013,Capital Goods,Packaging
AFFORDABLE,Affordable Robotic & Automation Limited,Industrial Products,INE692Z01013,Capital Goods,Plastic Products - Industrial
AFFORDABLE,Affordable Robotic & Automation Limited,Industrial Products,INE692Z01013,Capital Goods,Rubber
AFFORDABLE,Affordable Robotic & Automation Limited,Industrial Products,INE692Z01013,Capital Goods,Other Industrial Products
AFFORDABLE,Affordable Robotic & Automation Limited,Industrial Products,INE692Z01013,Capital Goods,Glass - Industrial
AFFORDABLE,Affordable Robotic & Automation Limited,Industrial Products,INE692Z01013,Capital Goods,"Aluminium, Copper & Zinc Products"
AFFORDABLE,Affordable Robotic & Automation Limited,Industrial Products,INE692Z01013,Capital Goods,Iron & Steel Products
AFFORDABLE,Affordable Robotic & Automation Limited,Industrial Products,INE692Z01013,Capital Goods,Abrasives & Bearings
AFFORDABLE,Affordable Robotic & Automation Limited,Industrial Products,INE692Z01013,Capital Goods,"Compressors, Pumps & Diesel Engines"
AFFORDABLE,Affordable Robotic & Automation Limited,Industrial Products,INE692Z01013,Capital Goods,Electrodes & Refractories
JLHL,Jupiter Life Line Hospitals Limited,Hospital,INE682M01012,,
MMWL,Media Matrix Worldwide Limited,Film Production Distribution & Exhibition,INE200D01020,,
NRL,Nupur Recyclers Limited,Trading - Metals,INE0JM501013,,
AVG,AVG Logistics Limited,Logistics Solution Provider,INE680Z01018,,
SPECIALITY,Speciality Restaurants Limited,Restaurants,INE247M01014,,
AGROPHOS,Agro Phos India Limited,Fertilizers,INE740V01019,Chemicals,Fertilizers
DOLLAR,Dollar Industries Limited,Garments & Apparels,INE325C01035,,
INNOVANA,Innovana Thinklabs Limited,Computers - Software & Consulting,INE403Y01018,,
DCMSHRIRAM,DCM Shriram Limited,Diversified,INE499A01024,Diversified,Diversified
OSWALGREEN,Oswal Greentech Limited,Investment Company,INE143A01010,,
KARMAENG,Karma Energy Limited,Power Generation,INE725L01011,,
AAKASH,Aakash Exploration Services Limited,Offshore Support Solution Drilling,INE087Z01024,,
WSI,W S Industries (I) Limited,Civil Construction,INE100D01014,,
C2C,C2C Advanced Systems Limited,Aerospace & Defense,INE0U7V01015,Capital Goods,Aerospace & Defense
PREMCO,Premco Global Limited,Other Textile Products,INE001E01012,,
ADVANIHOTR,Advani Hotels & Resorts (India) Limited,Hotels & Resorts,INE199C01026,,
ANTELOPUS,Antelopus Selan Energy Limited,Oil Exploration & Production,INE818A01017,,
KANORICHEM,Kanoria Chemicals & Industries Limited,Industrial Products,INE138C01024,Capital Goods,Cables - Electricals
KANORICHEM,Kanoria Chemicals & Industries Limited,Industrial Products,INE138C01024,Capital Goods,Castings & Forgings
KANORICHEM,Kanoria Chemicals & Industries Limited,Industrial Products,INE138C01024,Capital Goods,Packaging
KANORICHEM,Kanoria Chemicals & Industries Limited,Industrial Products,INE138C01024,Capital Goods,Plastic Products - Industrial
KANORICHEM,Kanoria Chemicals & Industries Limited,Industrial Products,INE138C01024,Capital Goods,Rubber
KANORICHEM,Kanoria Chemicals & Industries Limited,Industrial Products,INE138C01024,Capital Goods,Other Industrial Products
