symbol,company_name,sector,industry,exchange
AGROPHOS.NS,Agro Phos (India) Limited,Basic Materials,Agricultural Inputs,NSE
ARIES.NS,Aries Agro Limited,Basic Materials,Agricultural Inputs,NSE
ASTEC.NS,Astec LifeSciences Limited,Basic Materials,Agricultural Inputs,NSE
BABAFP.NS,Baba Food Processing (India) Ltd.,Basic Materials,Agricultural Inputs,NSE
BAYERCROP.NS,Bayer CropScience Limited,Basic Materials,Agricultural Inputs,NSE
BESTAGRO.NS,Best Agrolife Limited,Basic Materials,Agricultural Inputs,NSE
BHAGCHEM.NS,Bhagiradha Chemicals & Industries Limited,Basic Materials,Agricultural Inputs,NSE
BHARATRAS.NS,Bharat Rasayan Limited,Basic Materials,Agricultural Inputs,NSE
BOHRAIND.NS,Bohra Industries Limited,Basic Materials,Agricultural Inputs,NSE
BSHSL.NS,Bombay Super Hybrid Seeds Limited,Basic Materials,Agricultural Inputs,NSE
CHAMBLFERT.NS,Chambal Fertilisers and Chemicals Limited,Basic Materials,Agricultural Inputs,NSE
CLSL.NS,Crop Life Science Ltd.,Basic Materials,Agricultural Inputs,NSE
COROMANDEL.NS,Coromandel International Limited,Basic Materials,Agricultural Inputs,NSE
DHANUKA.NS,Dhanuka Agritech Limited,Basic Materials,Agricultural Inputs,NSE
DHARMAJ.NS,Dharmaj Crop Guard Limited,Basic Materials,Agricultural Inputs,NSE
DOLLEX.NS,Dollex Agrotech Ltd.,Basic Materials,Agricultural Inputs,NSE
EIDPARRY.NS,E.I.D.- Parry (India) Limited,Basic Materials,Agricultural Inputs,NSE
EQUIPPP.NS,Equippp Social Impact Technologies Limited,Basic Materials,Agricultural Inputs,NSE
FACT.NS,The Fertilisers And Chemicals Travancore Limited,Basic Materials,Agricultural Inputs,NSE
GSFC.NS,Gujarat State Fertilizers & Chemicals Limited,Basic Materials,Agricultural Inputs,NSE
HERANBA.NS,Heranba Industries Limited,Basic Materials,Agricultural Inputs,NSE
HOACFOODS.NS,Hoac Foods India Ltd.,Basic Materials,Agricultural Inputs,NSE
IGCL.NS,Indogulf Cropsciences Ltd.,Basic Materials,Agricultural Inputs,NSE
INDOUS.NS,Indo Us Bio-Tech Ltd.,Basic Materials,Agricultural Inputs,NSE
INSECTICID.NS,Insecticides (India) Limited,Basic Materials,Agricultural Inputs,NSE
IPL.NS,India Pesticides Limited,Basic Materials,Agricultural Inputs,NSE
KCK.NS,Kck Industries Ltd.,Basic Materials,Agricultural Inputs,NSE
KHAICHEM.NS,Khaitan Chemicals and Fertilizers Limited,Basic Materials,Agricultural Inputs,NSE
KNAGRI.NS,KN Agri Resources Ltd.,Basic Materials,Agricultural Inputs,NSE
KRISHANA.NS,Krishana Phoschem Limited,Basic Materials,Agricultural Inputs,NSE
KSCL.NS,Kaveri Seed Company Limited,Basic Materials,Agricultural Inputs,NSE
MADRASFERT.NS,Madras Fertilizers Limited,Basic Materials,Agricultural Inputs,NSE
MBAPL.NS,Madhya Bharat Agro Products Limited,Basic Materials,Agricultural Inputs,NSE
MOL.NS,Meghmani Organics Limited,Basic Materials,Agricultural Inputs,NSE
NACLIND.NS,NACL Industries Limited,Basic Materials,Agricultural Inputs,NSE
NAGAFERT.NS,Nagarjuna Fertilizers and Chemicals Limited,Basic Materials,Agricultural Inputs,NSE
NARMADA.NS,Narmada Agrobase Limited,Basic Materials,Agricultural Inputs,NSE
NATHBIOGEN.NS,Nath Bio-Genes (India) Limited,Basic Materials,Agricultural Inputs,NSE
NFL.NS,National Fertilizers Limited,Basic Materials,Agricultural Inputs,NSE
NIRMAN.NS,Nirman Agri Genetics Ltd.,Basic Materials,Agricultural Inputs,NSE
NOVAAGRI.NS,Nova Agritech Limited,Basic Materials,Agricultural Inputs,NSE
OSWALSEEDS.NS,ShreeOswal Seeds and Chemicals Limited,Basic Materials,Agricultural Inputs,NSE
PARADEEP.NS,Paradeep Phosphates Limited,Basic Materials,Agricultural Inputs,NSE
PIIND.NS,PI Industries Limited,Basic Materials,Agricultural Inputs,NSE
RALLIS.NS,Rallis India Limited,Basic Materials,Agricultural Inputs,NSE
RAMAPHO.NS,Rama Phosphates Limited,Basic Materials,Agricultural Inputs,NSE
RBS.NS,Ramdevbaba Solvent Ltd.,Basic Materials,Agricultural Inputs,NSE
RCDL.NS,Rajgor Castor Derivatives Ltd.,Basic Materials,Agricultural Inputs,NSE
RCF.NS,Rashtriya Chemicals and Fertilizers Limited,Basic Materials,Agricultural Inputs,NSE
SHARDACROP.NS,Sharda Cropchem Limited,Basic Materials,Agricultural Inputs,NSE
SIKKO.NS,Sikko Industries Limited,Basic Materials,Agricultural Inputs,NSE
SPIC.NS,Southern Petrochemical Industries Corporation Limited,Basic Materials,Agricultural Inputs,NSE
SUMICHEM.NS,Sumitomo Chemical India Limited,Basic Materials,Agricultural Inputs,NSE
TBI.NS,TBI Corn Ltd.,Basic Materials,Agricultural Inputs,NSE
UPL.NS,UPL Limited,Basic Materials,Agricultural Inputs,NSE
USASEEDS.NS,Upsurge Seeds of Agriculture Ltd.,Basic Materials,Agricultural Inputs,NSE
VISHWAS.NS,Vishwas Agri Seeds Ltd.,Basic Materials,Agricultural Inputs,NSE
ZUARI.NS,Zuari Agro Chemicals Limited,Basic Materials,Agricultural Inputs,NSE
ARFIN.NS,Arfin India Ltd,Basic Materials,Aluminum,NSE
CENTEXT.NS,Century Extrusions Limited,Basic Materials,Aluminum,NSE
GOYALALUM.NS,Goyal Aluminiums Limited,Basic Materials,Aluminum,NSE
GSMFOILS.NS,GSM Foils Ltd.,Basic Materials,Aluminum,NSE
HINDALCO.NS,Hindalco Industries Limited,Basic Materials,Aluminum,NSE
MAANALU.NS,Maan Aluminium Limited,Basic Materials,Aluminum,NSE
MANAKALUCO.NS,Manaksia Aluminium Company Limited,Basic Materials,Aluminum,NSE
MMP.NS,MMP Industries Limited,Basic Materials,Aluminum,NSE
NATIONALUM.NS,National Aluminium Company Limited,Basic Materials,Aluminum,NSE
PRECISION.NS,Precision Metaliks Ltd.,Basic Materials,Aluminum,NSE
ACI.NS,Archean Chemical Industries Limited,Basic Materials,Chemicals,NSE
AMNPLST.NS,Amines & Plasticizers Limited,Basic Materials,Chemicals,NSE
ANDHRSUGAR.NS,The Andhra Sugars Limited,Basic Materials,Chemicals,NSE
ARISTO-SM.NS,Aristo Bio-tech An,Basic Materials,Chemicals,NSE
BEPL.NS,Bhansali Engineering Polymers Limited,Basic Materials,Chemicals,NSE
CHEMPLASTS.NS,Chemplast Sanmar Limited,Basic Materials,Chemicals,NSE
DCW.NS,DCW Limited,Basic Materials,Chemicals,NSE
DEEPAKFERT.NS,Deepak Fertilisers And Petrochemicals Corporation Limited,Basic Materials,Chemicals,NSE
DEEPAKNTR.NS,Deepak Nitrite Limited,Basic Materials,Chemicals,NSE
DIAMINESQ.NS,Diamines and Chemicals Limited,Basic Materials,Chemicals,NSE
DMCC.NS,DMCC Speciality Chemicals Limited,Basic Materials,Chemicals,NSE
ELLEN.NS,Ellenbarrie Industrial Gases Ltd,Basic Materials,Chemicals,NSE
EPIGRAL.NS,Epigral Limited,Basic Materials,Chemicals,NSE
FOSECOIND.NS,Foseco India Limited,Basic Materials,Chemicals,NSE
GEMAROMA.NS,Gem Aromatics Ltd.,Basic Materials,Chemicals,NSE
GHCL.NS,GHCL Limited,Basic Materials,Chemicals,NSE
GNFC.NS,Gujarat Narmada Valley Fertilizers & Chemicals Limited,Basic Materials,Chemicals,NSE
GODAVARIB.NS,Godavari Biorefineries Ltd.,Basic Materials,Chemicals,NSE
GUJALKALI.NS,Gujarat Alkalies and Chemicals Limited,Basic Materials,Chemicals,NSE
GUJRAFFIA.NS,Gujarat Raffia Industries Limited,Basic Materials,Chemicals,NSE
GULPOLY.NS,Gulshan Polyols Limited,Basic Materials,Chemicals,NSE
IEML.NS,Indian Emulsifiers Ltd.,Basic Materials,Chemicals,NSE
INDIAGLYCO.NS,India Glycols Limited,Basic Materials,Chemicals,NSE
INDOAMIN.NS,Indo Amines Limited,Basic Materials,Chemicals,NSE
INDOBORAX.NS,Indo Borax & Chemicals Limited,Basic Materials,Chemicals,NSE
ISHANCH.NS,Ishan Dyes and Chemicals Ltd.,Basic Materials,Chemicals,NSE
KANORICHEM.NS,Kanoria Chemicals & Industries Limited,Basic Materials,Chemicals,NSE
LORDSCHLO.NS,Lords Chloro Alkali Limited,Basic Materials,Chemicals,NSE
NAVINFLUOR.NS,Navin Fluorine International Limited,Basic Materials,Chemicals,NSE
OCCLLTD.NS,OCCL Ltd.,Basic Materials,Chemicals,NSE
PARAGON.NS,Paragon Fine & Speciality Chemical Ltd.,Basic Materials,Chemicals,NSE
PRIMO.NS,Primo Chemicals Ltd.,Basic Materials,Chemicals,NSE
PUNJABCHEM.NS,Punjab Chemicals and Crop Protection Limited,Basic Materials,Chemicals,NSE
RAIN.NS,Rain Industries Limited,Basic Materials,Chemicals,NSE
RITEZONE.NS,Rite Zone Chemcon India Ltd.,Basic Materials,Chemicals,NSE
RPEL.NS,Raghav Productivity Enhancers Ltd.,Basic Materials,Chemicals,NSE
SANGINITA.NS,Sanginita Chemicals Limited,Basic Materials,Chemicals,NSE
SANSTAR.NS,Sanstar Ltd.,Basic Materials,Chemicals,NSE
SPLPETRO.NS,Supreme Petrochem Limited,Basic Materials,Chemicals,NSE
SRHHYPOLTD.NS,Sree Rayalaseema Hi-Strength Hypo Limited,Basic Materials,Chemicals,NSE
STYRENIX.NS,Styrenix Performance Materials Ltd.,Basic Materials,Chemicals,NSE
TATACHEM.NS,Tata Chemicals Limited,Basic Materials,Chemicals,NSE
UNIENTER.NS,Uniphos Enterprises Limited,Basic Materials,Chemicals,NSE
VALIANTORG.NS,Valiant Organics Limited,Basic Materials,Chemicals,NSE
VINEETLAB.NS,Vineet Laboratories Limited,Basic Materials,Chemicals,NSE
AARTIIND.NS,Aarti Industries Limited,Basic Materials,Chemicals - Specialty,NSE
AARTISURF.NS,Aarti Surfactants Limited,Basic Materials,Chemicals - Specialty,NSE
ABMINTLLTD.NS,ABM International Limited,Basic Materials,Chemicals - Specialty,NSE
ACUTAAS.NS,Acutaas Chemicals Ltd.,Basic Materials,Chemicals - Specialty,NSE
ADVENZYMES.NS,Advanced Enzyme Technologies Limited,Basic Materials,Chemicals - Specialty,NSE
AETHER.NS,Aether Industries Limited,Basic Materials,Chemicals - Specialty,NSE
AGARIND.NS,Agarwal Industrial Corporation Limited,Basic Materials,Chemicals - Specialty,NSE
AKSHARCHEM.NS,AksharChem (India) Limited,Basic Materials,Chemicals - Specialty,NSE
ALKALI.NS,Alkali Metals Limited,Basic Materials,Chemicals - Specialty,NSE
ALKYLAMINE.NS,Alkyl Amines Chemicals Limited,Basic Materials,Chemicals - Specialty,NSE
ANURAS.NS,Anupam Rasayan India Limited,Basic Materials,Chemicals - Specialty,NSE
APCOTEXIND.NS,Apcotex Industries Limited,Basic Materials,Chemicals - Specialty,NSE
ARVEE.NS,Arvee Laboratories (India) Ltd.,Basic Materials,Chemicals - Specialty,NSE
ASAHISONG.NS,Asahi Songwon Colors Limited,Basic Materials,Chemicals - Specialty,NSE
ASIANPAINT.NS,Asian Paints Limited,Basic Materials,Chemicals - Specialty,NSE
ATUL.NS,Atul Ltd,Basic Materials,Chemicals - Specialty,NSE
AVTNPL.NS,AVT Natural Products Limited,Basic Materials,Chemicals - Specialty,NSE
BALAMINES.NS,Balaji Amines Limited,Basic Materials,Chemicals - Specialty,NSE
BASF.NS,BASF India Limited,Basic Materials,Chemicals - Specialty,NSE
BERGEPAINT.NS,Berger Paints India Limited,Basic Materials,Chemicals - Specialty,NSE
BHAGERIA.NS,Bhageria Industries Limited,Basic Materials,Chemicals - Specialty,NSE
BILVYAPAR.NS,Bil Vyapar Ltd.,Basic Materials,Chemicals - Specialty,NSE
BODALCHEM.NS,Bodal Chemicals Limited,Basic Materials,Chemicals - Specialty,NSE
CAMLINFINE.NS,Camlin Fine Sciences Limited,Basic Materials,Chemicals - Specialty,NSE
CHEMBOND.NS,Chembond Material Technologies Limited,Basic Materials,Chemicals - Specialty,NSE
CHEMCON.NS,Chemcon Speciality Chemicals Limited,Basic Materials,Chemicals - Specialty,NSE
CHEMFAB.NS,Chemfab Alkalis Limited,Basic Materials,Chemicals - Specialty,NSE
CLEAN.NS,Clean Science and Technology Limited,Basic Materials,Chemicals - Specialty,NSE
DCMSHRIRAM.NS,DCM Shriram Limited,Basic Materials,Chemicals - Specialty,NSE
DDEVPLSTIK.NS,Ddev Plastiks Industries Ltd.,Basic Materials,Chemicals - Specialty,NSE
DICIND.NS,DIC India Limited,Basic Materials,Chemicals - Specialty,NSE
DUCOL.NS,Ducol Organics & Colours Ltd.,Basic Materials,Chemicals - Specialty,NSE
DYNPRO.NS,Dynemic Products Limited,Basic Materials,Chemicals - Specialty,NSE
ESTER.NS,Ester Industries Limited,Basic Materials,Chemicals - Specialty,NSE
EXCELINDUS.NS,Excel Industries Limited,Basic Materials,Chemicals - Specialty,NSE
FAIRCHEMOR.NS,Fairchem Organics Limited,Basic Materials,Chemicals - Specialty,NSE
FCL.NS,Fineotex Chemical Limited,Basic Materials,Chemicals - Specialty,NSE
FINEORG.NS,Fine Organic Industries Limited,Basic Materials,Chemicals - Specialty,NSE
FLUOROCHEM.NS,Gujarat Fluorochemicals Limited,Basic Materials,Chemicals - Specialty,NSE
GALAXYSURF.NS,Galaxy Surfactants Limited,Basic Materials,Chemicals - Specialty,NSE
GANESHBE.NS,Ganesh Benzoplast Limited,Basic Materials,Chemicals - Specialty,NSE
GOACARBON.NS,Goa Carbon Limited,Basic Materials,Chemicals - Specialty,NSE
GOCLCORP.NS,GOCL Corporation Limited,Basic Materials,Chemicals - Specialty,NSE
GRWRHITECH.NS,Garware Hi-Tech Films Limited,Basic Materials,Chemicals - Specialty,NSE
GULFOILLUB.NS,Gulf Oil Lubricants India Limited,Basic Materials,Chemicals - Specialty,NSE
HINDCON.NS,Hindcon Chemicals Limited,Basic Materials,Chemicals - Specialty,NSE
HPAL.NS,HP Adhesives Limited,Basic Materials,Chemicals - Specialty,NSE
HPIL.NS,Hindprakash Industries Limited,Basic Materials,Chemicals - Specialty,NSE
HSCL.NS,Himadri Speciality Chemical Limited,Basic Materials,Chemicals - Specialty,NSE
IGPL.NS,I G Petrochemicals Limited,Basic Materials,Chemicals - Specialty,NSE
INDIGOPNTS.NS,Indigo Paints Limited,Basic Materials,Chemicals - Specialty,NSE
IVP.NS,IVP Limited,Basic Materials,Chemicals - Specialty,NSE
JAICORPLTD.NS,Jai Corp Limited,Basic Materials,Chemicals - Specialty,NSE
JAYAGROGN.NS,Jayant Agro-Organics Limited,Basic Materials,Chemicals - Specialty,NSE
JINDALPOLY.NS,Jindal Poly Films Limited,Basic Materials,Chemicals - Specialty,NSE
JOCIL.NS,Jocil Limited,Basic Materials,Chemicals - Specialty,NSE
JUBLCPL.NS,Jubilant Agri and Consumer Products Ltd.,Basic Materials,Chemicals - Specialty,NSE
JUBLINGREA.NS,Jubilant Ingrevia Limited,Basic Materials,Chemicals - Specialty,NSE
KANSAINER.NS,Kansai Nerolac Paints Limited,Basic Materials,Chemicals - Specialty,NSE
KINGFA.NS,Kingfa Science & Technology (India) Limited,Basic Materials,Chemicals - Specialty,NSE
KIRIINDUS.NS,Kiri Industries Limited,Basic Materials,Chemicals - Specialty,NSE
KOTHARIPET.NS,Kothari Petrochemicals Limited,Basic Materials,Chemicals - Specialty,NSE
KRONOX.NS,Kronox Lab Sciences Ltd.,Basic Materials,Chemicals - Specialty,NSE
LINDEINDIA.NS,Linde India Limited,Basic Materials,Chemicals - Specialty,NSE
LRRPL.NS,Lead Reclaim & Rubber Products Ltd.,Basic Materials,Chemicals - Specialty,NSE
LXCHEM.NS,Laxmi Organic Industries Limited,Basic Materials,Chemicals - Specialty,NSE
MAHICKRA.NS,Mahickra Chemicals Ltd.,Basic Materials,Chemicals - Specialty,NSE
MANALIPETC.NS,Manali Petrochemicals Limited,Basic Materials,Chemicals - Specialty,NSE
MANORG.NS,Mangalam Organics Limited,Basic Materials,Chemicals - Specialty,NSE
NEOGEN.NS,Neogen Chemicals Limited,Basic Materials,Chemicals - Specialty,NSE
NOCIL.NS,NOCIL Limited,Basic Materials,Chemicals - Specialty,NSE
OAL.NS,Oriental Aromatics Limited,Basic Materials,Chemicals - Specialty,NSE
ORIENTCER.NS,Orient Ceratech Ltd.,Basic Materials,Chemicals - Specialty,NSE
PCBL.NS,PCBL Limited,Basic Materials,Chemicals - Specialty,NSE
PIDILITIND.NS,Pidilite Industries Limited,Basic Materials,Chemicals - Specialty,NSE
PLASTIBLEN.NS,Plastiblends India Limited,Basic Materials,Chemicals - Specialty,NSE
PLATIND.NS,Platinum Industries Ltd,Basic Materials,Chemicals - Specialty,NSE
POCL.NS,Pondy Oxides And Chemicals Limited,Basic Materials,Chemicals - Specialty,NSE
PODDARMENT.NS,Poddar Pigments Limited,Basic Materials,Chemicals - Specialty,NSE
POLYPLEX.NS,Polyplex Corporation Limited,Basic Materials,Chemicals - Specialty,NSE
PREMEXPLN.NS,Premier Explosives Limited,Basic Materials,Chemicals - Specialty,NSE
PREMIERPOL.NS,Premier Polyfilm Ltd.,Basic Materials,Chemicals - Specialty,NSE
PRIVISCL.NS,Privi Speciality Chemicals Limited,Basic Materials,Chemicals - Specialty,NSE
RESPONIND.NS,Responsive Industries Limited,Basic Materials,Chemicals - Specialty,NSE
ROSSARI.NS,Rossari Biotech Limited,Basic Materials,Chemicals - Specialty,NSE
RUBFILA.NS,Rubfila International Ltd.,Basic Materials,Chemicals - Specialty,NSE
SADHNANIQ.NS,Sadhana Nitro Chem Limited,Basic Materials,Chemicals - Specialty,NSE
SAMPANN.NS,Sampann Utpadan India Ltd.,Basic Materials,Chemicals - Specialty,NSE
SATIPOLY.NS,Sati Poly Plast Ltd.,Basic Materials,Chemicals - Specialty,NSE
SEYAIND.NS,Seya Industries Limited,Basic Materials,Chemicals - Specialty,NSE
SHALPAINTS.NS,Shalimar Paints Limited,Basic Materials,Chemicals - Specialty,NSE
SHIVALIK.NS,Shivalik Rasayan Limited,Basic Materials,Chemicals - Specialty,NSE
SHK.NS,S H Kelkar and Company Limited,Basic Materials,Chemicals - Specialty,NSE
SHREEPUSHK.NS,Shree Pushkar Chemicals & Fertilisers Limited,Basic Materials,Chemicals - Specialty,NSE
SIGIND.NS,Signet Industries Limited,Basic Materials,Chemicals - Specialty,NSE
SIRCA.NS,Sirca Paints India Limited,Basic Materials,Chemicals - Specialty,NSE
SOLARINDS.NS,Solar Industries India Limited,Basic Materials,Chemicals - Specialty,NSE
SOTL.NS,Savita Oil Technologies Limited,Basic Materials,Chemicals - Specialty,NSE
SRD.NS,Shankar Lal Rampal Dye-Chem Ltd.,Basic Materials,Chemicals - Specialty,NSE
SRF.NS,SRF Limited,Basic Materials,Chemicals - Specialty,NSE
STALLION.NS,Stallion India Fluorochemicals Ltd.,Basic Materials,Chemicals - Specialty,NSE
SUDARSCHEM.NS,Sudarshan Chemical Industries Limited,Basic Materials,Chemicals - Specialty,NSE
SUKHJITS.NS,The Sukhjit Starch & Chemicals Limited,Basic Materials,Chemicals - Specialty,NSE
TAINWALCHM.NS,Tainwala Chemicals and Plastics (India) Limited,Basic Materials,Chemicals - Specialty,NSE
TATVA.NS,Tatva Chintan Pharma Chem Limited,Basic Materials,Chemicals - Specialty,NSE
TINNARUBR.NS,Tinna Rubber & Infrastructure Ltd,Basic Materials,Chemicals - Specialty,NSE
TIRUMALCHM.NS,Thirumalai Chemicals Limited,Basic Materials,Chemicals - Specialty,NSE
TNPETRO.NS,Tamilnadu Petroproducts Limited,Basic Materials,Chemicals - Specialty,NSE
UCL.NS,Ushanti Colour Chem Ltd.,Basic Materials,Chemicals - Specialty,NSE
VEEDOL.NS,Veedol Corp. Ltd.,Basic Materials,Chemicals - Specialty,NSE
VIDHIING.NS,Vidhi Specialty Food Ingredients Limited,Basic Materials,Chemicals - Specialty,NSE
VIKASECO.NS,Vikas EcoTech Limited,Basic Materials,Chemicals - Specialty,NSE
VIKASLIFE.NS,Vikas Lifecare Limited,Basic Materials,Chemicals - Specialty,NSE
VINATIORGA.NS,Vinati Organics Limited,Basic Materials,Chemicals - Specialty,NSE
VINYLINDIA.NS,Vinyl Chemicals (India) Limited,Basic Materials,Chemicals - Specialty,NSE
VISHNU.NS,Vishnu Chemicals Limited,Basic Materials,Chemicals - Specialty,NSE
VITAL.NS,Vital Chemtech Ltd.,Basic Materials,Chemicals - Specialty,NSE
XPROINDIA.NS,Xpro India Limited,Basic Materials,Chemicals - Specialty,NSE
YASHO.NS,Yasho Industries Limited,Basic Materials,Chemicals - Specialty,NSE
YCCL.NS,Yasons Chemex Care Ltd.,Basic Materials,Chemicals - Specialty,NSE
ACC.NS,ACC Limited,Basic Materials,Construction Materials,NSE
ACL.NS,Andhra Cements Limited,Basic Materials,Construction Materials,NSE
ALUWIND.NS,Aluwind Infra-Tech Ltd.,Basic Materials,Construction Materials,NSE
AMBUJACEM.NS,Ambuja Cements Limited,Basic Materials,Construction Materials,NSE
APCL.NS,Anjani Portland Cement Limited,Basic Materials,Construction Materials,NSE
BIRLACORPN.NS,Birla Corporation Limited,Basic Materials,Construction Materials,NSE
BVCL.NS,Barak Valley Cements Limited,Basic Materials,Construction Materials,NSE
DALBHARAT.NS,Dalmia Bharat Limited,Basic Materials,Construction Materials,NSE
DECCANCE.NS,Deccan Cements Limited,Basic Materials,Construction Materials,NSE
EFORCE.NS,Electro Force (India) Ltd.,Basic Materials,Construction Materials,NSE
EPACK.NS,EPACK Durable Limited,Basic Materials,Construction Materials,NSE
GRASIM.NS,Grasim Industries Limited,Basic Materials,Construction Materials,NSE
GSLSU.NS,Global Surfaces Limited,Basic Materials,Construction Materials,NSE
HEIDELBERG.NS,HeidelbergCement India Limited,Basic Materials,Construction Materials,NSE
IFGLEXPOR.NS,IFGL Refractories Limited,Basic Materials,Construction Materials,NSE
INDIACEM.NS,The India Cements Limited,Basic Materials,Construction Materials,NSE
JKCEMENT.NS,J.K. Cement Limited,Basic Materials,Construction Materials,NSE
JKLAKSHMI.NS,JK Lakshmi Cement Limited,Basic Materials,Construction Materials,NSE
JSWCEMENT.NS,Jsw Cement Ltd.,Basic Materials,Construction Materials,NSE
KAKATCEM.NS,Kakatiya Cement Sugar and Industries Limited,Basic Materials,Construction Materials,NSE
KCP.NS,The KCP Limited,Basic Materials,Construction Materials,NSE
KESORAMIND.NS,Kesoram Industries Limited,Basic Materials,Construction Materials,NSE
MANDEEP.NS,Mandeep Auto Industries Ltd.,Basic Materials,Construction Materials,NSE
MANGLMCEM.NS,Mangalam Cement Limited,Basic Materials,Construction Materials,NSE
MCON.NS,MCON Rasayan India Ltd.,Basic Materials,Construction Materials,NSE
NAVKARURB.NS,Navkar Urbanstructure Ltd.,Basic Materials,Construction Materials,NSE
NCLIND.NS,NCL Industries Limited,Basic Materials,Construction Materials,NSE
NUVOCO.NS,Nuvoco Vistas Corporation Limited,Basic Materials,Construction Materials,NSE
ORIENTCEM.NS,Orient Cement Limited,Basic Materials,Construction Materials,NSE
PRSMJOHNSN.NS,Prism Johnson Limited,Basic Materials,Construction Materials,NSE
RAMCOCEM.NS,The Ramco Cements Limited,Basic Materials,Construction Materials,NSE
REFRACTORY.NS,Refractory Shapes Ltd.,Basic Materials,Construction Materials,NSE
SAGCEM.NS,Sagar Cements Limited,Basic Materials,Construction Materials,NSE
SAHYADRI.NS,Sahyadri Industries Limited,Basic Materials,Construction Materials,NSE
SAURASHCEM.NS,Saurashtra Cement Limited,Basic Materials,Construction Materials,NSE
SHREDIGCEM.NS,Shree Digvijay Cement Company Limited,Basic Materials,Construction Materials,NSE
SHREECEM.NS,Shree Cement Limited,Basic Materials,Construction Materials,NSE
SPRL.NS,SP Refractories Ltd.,Basic Materials,Construction Materials,NSE
STARCEMENT.NS,Star Cement Limited,Basic Materials,Construction Materials,NSE
ULTRACEMCO.NS,UltraTech Cement Limited,Basic Materials,Construction Materials,NSE
VISHNUINFR.NS,Vishnusurya Projects & Infra Ltd.,Basic Materials,Construction Materials,NSE
ZODIAC.NS,Zodiac Energy Limited,Basic Materials,Construction Materials,NSE
BHAGYANGR.NS,Bhagyanagar India Limited,Basic Materials,Copper,NSE
CUBEXTUB.NS,Cubex Tubings Limited,Basic Materials,Copper,NSE
HINDCOPPER.NS,Hindustan Copper Limited,Basic Materials,Copper,NSE
MCL.NS,Madhav Copper Limited,Basic Materials,Copper,NSE
SAGARDEEP.NS,Sagardeep Alloys Limited,Basic Materials,Copper,NSE
ARABIAN.NS,Arabian Petroleum Ltd.,Basic Materials,Industrial - Specialties,NSE
KOTYARK.NS,Kotyark Industries Ltd.,Basic Materials,Industrial - Specialties,NSE
PCCL.NS,Petro Carbon & Chemicals Ltd.,Basic Materials,Industrial - Specialties,NSE
SRIVASAVI.NS,Srivasavi Adhesive Tapes Ltd.,Basic Materials,Industrial - Specialties,NSE
20MICRONS.NS,20 Microns Limited,Basic Materials,Industrial Materials,NSE
ARENTERP.NS,Rajdarshan Industries Limited,Basic Materials,Industrial Materials,NSE
ASHAPURMIN.NS,Ashapura Minechem Limited,Basic Materials,Industrial Materials,NSE
HINDZINC.NS,Hindustan Zinc Limited,Basic Materials,Industrial Materials,NSE
IMPEXFERRO.NS,Impex Ferro Tech Limited,Basic Materials,Industrial Materials,NSE
JGCHEM.NS,J.G. Chemicals Limited,Basic Materials,Industrial Materials,NSE
MOIL.NS,MOIL Limited,Basic Materials,Industrial Materials,NSE
ORISSAMINE.NS,The Orissa Minerals Development Company Limited,Basic Materials,Industrial Materials,NSE
RAJMET.NS,Rajnandini Metal Limited,Basic Materials,Industrial Materials,NSE
VEDL.NS,Vedanta Limited,Basic Materials,Industrial Materials,NSE
CLCIND.NS,CLC Industries Limited,Basic Materials,Manufacturing - Textiles,NSE
GLOBE.NS,Globe Enterprises (india) Ltd.,Basic Materials,Manufacturing - Textiles,NSE
LEMERITE.NS,Le Merite Exports Ltd.,Basic Materials,Manufacturing - Textiles,NSE
SHREEKARNI.NS,Shree Karni Fabcom Ltd.,Basic Materials,Manufacturing - Textiles,NSE
SHRITECH.NS,Shri Techtex Ltd.,Basic Materials,Manufacturing - Textiles,NSE
VEEKAYEM.NS,Veekayem Fashion & Apparels Ltd.,Basic Materials,Manufacturing - Textiles,NSE
DCG.NS,DCG Cables & Wires Ltd.,Basic Materials,Other Precious Metals,NSE
IGIL.NS,International Gemmological Institute (India) Ltd.,Basic Materials,Other Precious Metals,NSE
ABREL.NS,Aditya Birla Real Estate Ltd.,Basic Materials,"Paper, Lumber & Forest Products",NSE
ANDHRAPAP.NS,Andhra Paper Limited,Basic Materials,"Paper, Lumber & Forest Products",NSE
ARCHIDPLY.NS,Archidply Industries Limited,Basic Materials,"Paper, Lumber & Forest Products",NSE
ASTRON.NS,Astron Paper & Board Mill Limited,Basic Materials,"Paper, Lumber & Forest Products",NSE
CENTURYPLY.NS,Century Plyboards (India) Limited,Basic Materials,"Paper, Lumber & Forest Products",NSE
CONTI.NS,Continental Seeds & Chemicals Ltd.,Basic Materials,"Paper, Lumber & Forest Products",NSE
EMAMIPAP.NS,Emami Paper Mills Limited,Basic Materials,"Paper, Lumber & Forest Products",NSE
GENUSPAPER.NS,Genus Paper & Boards Limited,Basic Materials,"Paper, Lumber & Forest Products",NSE
GREENPANEL.NS,Greenpanel Industries Limited,Basic Materials,"Paper, Lumber & Forest Products",NSE
GREENPLY.NS,Greenply Industries Limited,Basic Materials,"Paper, Lumber & Forest Products",NSE
JKPAPER.NS,JK Paper Limited,Basic Materials,"Paper, Lumber & Forest Products",NSE
KUANTUM.NS,Kuantum Papers Limited,Basic Materials,"Paper, Lumber & Forest Products",NSE
